,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
0,0.38238830371292554,0.1253126535067065,0.3850479984376939,0.8683228747874645,0.1930638565606827,0.6400675353112348,0.22837481946978289,0.6599823843369242,0.1879389461972265,0.6132864538984519
1,0.746798413324521,3.1876797183027934,1.6348439573214963,1.1729147335210781,1.3590985753259621,-1.243774520934959,-1.1582280662346651,1.7571538755693061,1.7128696414309608,1.0094358734572133
2,-0.7006390699357845,1.563059281230181,1.4277126873246138,0.9783435747718482,1.5537865513961981,1.5138240879857636,1.9157224924191514,1.1167395170686725,2.0948010204025267,0.2889372311913181
3,1.3293990515113123,0.4171297780830501,1.2017078712493858,0.5620617866314526,1.0703076533807212,0.7452685694486537,-0.6405280706882309,1.1057341673798002,1.4210838985668275,2.003114651002202
4,-1.5608035817004966,3.656532565159732,0.85529871699985,0.16933947296631102,0.6502664521971561,2.6097469935998028,0.857844506788908,0.06058793760365211,-0.5540970007997724,1.540571042675296
5,2.6799347588860396,3.300037688570547,1.4571576002094622,-2.1168338648897067,-1.2912924136082984,0.1035413566766259,3.0079415620707266,1.4916082191528082,0.9025976750245834,-0.15037820890007825
6,3.8959968526713253,2.4971181568246967,-1.4467582823605278,2.5403520507031754,-2.6307341977976044,-0.2055687466368934,-0.3643739272701718,2.6341371126381143,-0.4651248032251678,1.9522731519578702
7,-0.9187899818403572,2.1732176574974806,2.650125766581107,1.411023385616448,-0.09589259758700053,1.3960562496234816,2.514372389743534,2.1427767229680996,0.6028547968357969,2.390029030552164
8,0.003736305759660663,1.1474135846349278,2.3573218965480147,-1.4453148865374796,0.265402787714458,-0.5601596006906071,1.1783995576750117,0.028652805288592487,-0.6916538937316207,2.1608167848909567
9,2.157373958827862,-0.3888660601663957,-2.3900213627018374,0.9552941786964225,-0.36132705821336486,1.4302902123938397,5.628873888648625,0.9735252841470522,1.6117561208090276,-2.0976741052194248
10,-1.405190776670614,1.9785937324627945,2.3914995604207623,-0.41166475792183654,0.6297693787338067,1.0087803499955217,0.13714667156300875,2.5171144036856377,0.4236099358374088,1.1912785523470943
